placed_orders,filled_orders,cancelled_orders,resized_orders,fill_to_order_ratio,filled_order_ratio,cancel_to_order_ratio,top_cancel_reason,top_cancel_reason_count,average_quote_lifetime_seconds,p95_quote_lifetime_seconds,max_quote_lifetime_seconds,cancelled_before_active_orders,pct_orders_cancelled_before_active
24174,42,24132,514,0.001737403822288409,0.001737403822288409,0.9982625961777116,pressure_stop_ask,10553,2.70101786820551,10.25,10.25,0,0.0
