total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth
104.93537761108074,0.6468657944613234,104.7409630889897,0.6468657944613234,104.7409630889897,-0.19827149423776644,0.25417977813271275,104.88537761108056,104.67690239933032,0.0500000000001819,0.0500000000001819,0.2584752117504223,42,2.3097583507189685,5083.5955626542545,0.21013686430570033,-1.0,0.851452258688288,63.08555043634705,57.340261139670474,0.6592907906021914,0.020641960265676943,45.43132296866339
