fill_count,fill_volume_eth,bid_fills,ask_fills,mean_fill_size,median_fill_size,average_fill_notional,average_passive_edge_to_mid,pressure_stop_violation_fills,pending_cancel_fills,pending_cancel_pressure_fills,live_fills,live_avg_realized_spread_5s,pending_cancel_avg_realized_spread_5s,average_quote_age_ms,average_book_age_ms
42,2.3097583507189685,7,35,0.054994246445689725,0.04222693425605472,121.03798958700607,0.23809523809524893,0,39,30,3,-0.08333333333333333,-0.5910256410256807,2377.381119047619,27.012809523809523
