closed_round_trips,total_roundtrip_pnl,positive_roundtrip_pnl,negative_roundtrip_pnl,top_roundtrip_pnl,top_roundtrip_pnl_share_pct,top_abs_roundtrip_pnl_share_pct,median_holding_seconds,p90_holding_seconds,max_holding_seconds
12,0.1931460284897485,2.659194622947612,-2.4660485944578636,1.3728978327391612,51.628332160861476,26.786979163774316,406.609981,4745.2269885,7085.471193
