mean_inventory,mean_abs_inventory,std_inventory,min_inventory,max_inventory,pct_long,pct_short,pct_flat
-0.8408627024313511,0.851452258688288,0.2544554311426217,-1.0,0.21013686430570033,4.466558666975237,95.39458458690117,0.1388567461235825
