holding_time_bucket,round_trips,total_roundtrip_pnl,average_roundtrip_pnl
0-1m,1,-0.12226196127750177,-0.12226196127750177
1-5m,5,-0.3016356781677335,-0.060327135633546705
5-30m,1,0.005077299686385383,0.005077299686385383
30-60m,2,-1.3383038394101312,-0.6691519197050656
1-4h,3,1.9502702076587297,0.6500900692195766
4-12h,0,0.0,
12h+,0,0.0,
