bid_depth_1_p50,ask_depth_1_p50,bid_depth_5_p50,ask_depth_5_p50,bid_depth_10_p50,ask_depth_10_p50,bid_depth_20_p50,ask_depth_20_p50
34.268,34.4695,138.35399999999998,166.225,224.545,284.77200000000005,677.1329999999999,726.169
