closed_round_trips,total_roundtrip_pnl,positive_roundtrip_pnl,negative_roundtrip_pnl,top_roundtrip_pnl,top_roundtrip_pnl_share_pct,top_abs_roundtrip_pnl_share_pct,median_holding_seconds,p90_holding_seconds,max_holding_seconds
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
