date,starting_equity,ending_equity,daily_pnl,daily_realized_trading_pnl,daily_unrealized_trading_pnl_change,daily_funding_pnl,daily_fees,ending_realized_trading_pnl,ending_unrealized_trading_pnl,ending_funding_pnl,ending_fees,bid_fills,ask_fills,bid_volume_eth,ask_volume_eth,average_inventory,max_abs_inventory,max_drawdown,sampled_1m_max_drawdown
2026-03-19,0.0,-1.8579935053883425,-1.8579935053883425,0.0,-1.839337818685721,-0.0016232375120536348,0.017032449190596592,0.0,-1.839337818685721,-0.0016232375120536348,0.017032449190596592,2,0,0.1546334615792639,0.0,0.13080159546461423,0.1546334615792639,2.1191292590680404,1.9335576438538549
