placed_orders,filled_orders,cancelled_orders,resized_orders,fill_to_order_ratio,filled_order_ratio,cancel_to_order_ratio,top_cancel_reason,top_cancel_reason_count,average_quote_lifetime_seconds,p95_quote_lifetime_seconds,max_quote_lifetime_seconds,order_observation_hours,placed_orders_per_hour,cancelled_orders_per_hour,cancelled_before_active_orders,pct_orders_cancelled_before_active
148,0,147,3,0.0,0.0,0.9932432432432432,refresh_reprice,56,2.282071027210884,9.405626799999975,10.25,0.08754711944444445,1690.5182139535461,1679.095793588995,0,0.0
