closed_round_trips,total_roundtrip_pnl,positive_roundtrip_pnl,negative_roundtrip_pnl,top_roundtrip_pnl,top_roundtrip_pnl_share_pct,top_abs_roundtrip_pnl_share_pct,median_holding_seconds,p90_holding_seconds,max_holding_seconds
4,10.64497451845756,10.64497451845756,0.0,9.340719806529576,87.74769531231372,87.74769531231372,20071.3239705,51371.596282900005,57849.772003
