mean_inventory,mean_abs_inventory,std_inventory,min_inventory,max_inventory,pct_long,pct_short,pct_flat
-0.02712176470402447,0.04975980534955162,0.04668220176025365,-0.08795404714246322,0.1280332675994882,22.30965054385559,72.71464938671603,4.975700069428373
