placed_orders,filled_orders,cancelled_orders,resized_orders,fill_to_order_ratio,filled_order_ratio,cancel_to_order_ratio,top_cancel_reason,top_cancel_reason_count,average_quote_lifetime_seconds,p95_quote_lifetime_seconds,max_quote_lifetime_seconds,cancelled_before_active_orders,pct_orders_cancelled_before_active
39,0,37,0,0.0,0.0,0.9487179487179487,pressure_stop_bid,13,1.6328815405405408,4.379772799999993,7.975062,0,0.0
