book_rows,trade_rows,trades_with_same_timestamp_book,trades_with_same_timestamp_book_pct,book_updates_with_same_timestamp_trade,book_updates_with_same_timestamp_trade_pct,default_equal_timestamp_policy,sensitivity_policy_to_review
1000,17,1,5.88235294117647,1,0.1,trade_before_book,book_before_trade
