book_rows,trade_rows,trades_with_same_timestamp_book,trades_with_same_timestamp_book_pct,book_updates_with_same_timestamp_trade,book_updates_with_same_timestamp_trade_pct,default_equal_timestamp_policy,sensitivity_policy_to_review
5000,199,27,13.5678391959799,27,0.54,trade_before_book,book_before_trade
