bid_depth_1_p50,ask_depth_1_p50,bid_depth_5_p50,ask_depth_5_p50,bid_depth_10_p50,ask_depth_10_p50,bid_depth_20_p50,ask_depth_20_p50
46.076,24.845,135.723,135.7985,242.7135,259.4605,675.2644999999999,734.5640000000001
