total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth,run,variant,fill_model,pressure_stop,queue_depletion_fraction,cancel_latency_ms,maker_fee_bps,min_half_spread_ticks
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0,baseline,conservative_queue,0.5,0.0,250,0.5,2
-1.8579935053883425,0.0,-1.839337818685721,0.0,-1.839337818685721,-0.0016232375120536348,0.017032449190596592,-1.8657251784673783,-1.8826652741833734,0.007731673079035772,0.007731673079035772,0.024671768795030857,2.0,0.1546334615792639,340.6489838119319,0.1546334615792639,0.0,0.13080159546461423,2.1191292590680404,1.9335576438538549,-5.382646864500572,-0.005454275790278353,-12.01546862116871,1,simple_fill,simple,0.5,0.0,250,0.5,2
-0.653177781221635,0.0,-0.6343730244494572,0.0,-0.6343730244494572,-0.000738376867071148,0.018066379905090146,-0.66140883996234,-0.6794430896633147,0.008231058740705066,0.008231058740705066,0.026265308441679736,2.0,0.1646211748145197,361.3275981018029,0.1646211748145197,0.0,0.06535238738623347,1.1704226132235327,1.0404847871717489,-3.876086352930864,-0.001807716279224274,-3.9677628467757975,2,partial_queue_0.50,partial_queue,0.5,0.5,250,0.5,2
-0.7378221911666288,0.0,-0.7282247563779223,0.0,-0.7282247563779223,-0.0007456818245746898,0.00885175296412771,-0.7418455323621062,-0.750660672921356,0.004023341195477315,0.004023341195477315,0.012838481754727127,1.0,0.08046682390916511,177.03505928255416,0.08046682390916511,0.0,0.06407543385359446,1.1027341636711645,1.0061680108380526,-4.218299731998108,-0.004167661446024874,-9.169271947399324,3,pressure_filter_off,conservative_queue,999.0,0.0,250,0.5,2
