placed_orders,filled_orders,cancelled_orders,resized_orders,fill_to_order_ratio,filled_order_ratio,cancel_to_order_ratio,top_cancel_reason,top_cancel_reason_count,average_quote_lifetime_seconds,p95_quote_lifetime_seconds,max_quote_lifetime_seconds,order_observation_hours,placed_orders_per_hour,cancelled_orders_per_hour,cancelled_before_active_orders,pct_orders_cancelled_before_active
140,0,139,0,0.0,0.0,0.9928571428571429,refresh_reprice,60,2.619207014388489,10.25,10.25,0.08754711944444445,1599.1388510371382,1587.7164306725872,0,0.0
