days_audited,tick_size,ask_depth_10_p50,ask_depth_10_p50_min_day,ask_depth_10_p50_max_day,ask_depth_1_p50,ask_depth_1_p50_min_day,ask_depth_1_p50_max_day,ask_depth_20_p50,ask_depth_20_p50_min_day,ask_depth_20_p50_max_day,ask_depth_5_p50,ask_depth_5_p50_min_day,ask_depth_5_p50_max_day,bid_depth_10_p50,bid_depth_10_p50_min_day,bid_depth_10_p50_max_day,bid_depth_1_p50,bid_depth_1_p50_min_day,bid_depth_1_p50_max_day,bid_depth_20_p50,bid_depth_20_p50_min_day,bid_depth_20_p50_max_day,bid_depth_5_p50,bid_depth_5_p50_min_day,bid_depth_5_p50_max_day
3.0,0.1,287.63933333333335,273.47999999999996,315.265,33.602,30.913,37.437,709.014,683.624,751.114,152.064,144.345,163.34199999999998,259.4723333333333,241.768,273.072,34.031666666666666,32.208,36.457,727.2193333333335,694.7510000000001,756.6099999999999,148.35366666666667,136.717,156.111
