days_audited,book_rows,trade_rows,trades_with_same_timestamp_book,trades_with_same_timestamp_book_pct,book_updates_with_same_timestamp_trade,book_updates_with_same_timestamp_trade_pct,default_equal_timestamp_policy,sensitivity_policy_to_review
3,3581577,70556,9852,13.963376608651284,8846,0.2469861739675009,trade_before_book,book_before_trade
