days_audited,tick_size,one_tick_or_less_pct,one_tick_or_less_pct_min_day,one_tick_or_less_pct_max_day,spread_max,spread_max_min_day,spread_max_max_day,spread_min,spread_min_min_day,spread_min_max_day,spread_p05,spread_p05_min_day,spread_p05_max_day,spread_p50,spread_p50_min_day,spread_p50_max_day,spread_p95,spread_p95_min_day,spread_p95_max_day,spread_p99,spread_p99_min_day,spread_p99_max_day,spread_ticks_p50,spread_ticks_p50_min_day,spread_ticks_p50_max_day
3.0,0.1,80.64590246899809,79.87875811271593,81.57786736534963,2.400000000000091,1.8999999999996362,2.700000000000273,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.1000000000003638,0.1000000000003638,0.1000000000003638,0.1000000000003638,0.1000000000003638,0.1000000000003638,0.9999999999990905,0.9999999999990905,0.9999999999990905
