variant,dataset_scope,total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth,avg_realized_spread_1s,avg_realized_spread_5s,avg_realized_spread_30s,pct_long,pct_short,inventory_pnl_share_abs,sparse_fill_warning,inventory_directional_warning,negative_realized_spread_warning,comparison_warnings,placed_orders,placed_orders_per_hour,top_roundtrip_pnl_share_pct,top_abs_roundtrip_pnl_share_pct,max_holding_seconds,output_dir
baseline,full_dataset,13.175915373903983,10.644974518457538,2.6107889812081213,10.644974518457538,2.6107889812081213,-0.0286207961032103,0.0512273296584266,13.173689637347104,13.164409419347235,0.0022257365568805,0.0022257365568805,0.0115059545567479,5.0,0.4764893606212957,1024.546593168532,0.1280332675994882,-0.0879540471424632,0.0497598053495516,4.328587924394561,4.1524990905008625,1.2201889526773426,0.0128602402875167,27.652066263817247,-0.2299999999999272,-0.3799999999999272,-0.4499999999998181,22.30965054385559,72.71464938671603,0.19814858452863246,True,False,True,sparse_fills;negative_realized_spread,110017,1528.0426816874888,87.74769531231372,87.74769531231372,57849.772003,reports/full/baseline
simple_fill,full_dataset,104.93537761108074,0.6468657944613234,104.7409630889897,0.6468657944613234,104.7409630889897,-0.1982714942377664,0.2541797781327127,104.88537761108056,104.67690239933032,0.0500000000001819,0.0500000000001819,0.2584752117504223,42.0,2.3097583507189685,5083.5955626542545,0.2101368643057003,-1.0,0.851452258688288,63.08555043634705,57.340261139670474,0.6592907906021914,0.0206419602656769,45.43132296866339,-0.4285714285714827,-0.5547619047619415,-0.576190476190526,4.466558666975237,95.39458458690116,0.9981472928718893,False,True,True,inventory_directional_pnl;negative_realized_spread,24174,484.25739284512713,51.628332160861476,26.786979163774316,7085.471193,reports/full/simple_fill
