bid_depth_1_p50,ask_depth_1_p50,bid_depth_5_p50,ask_depth_5_p50,bid_depth_10_p50,ask_depth_10_p50,bid_depth_20_p50,ask_depth_20_p50
33.402,32.717,147.01999999999998,150.068,257.80499999999995,282.256,721.3970000000002,704.3689999999999
