variant,total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth
baseline,13.175915373903983,10.644974518457538,2.6107889812081213,10.644974518457538,2.6107889812081213,-0.0286207961032103,0.0512273296584266,13.173689637347104,13.169049644346993,0.0022257365568805,0.0022257365568805,0.006865729556992,5.0,0.4764893606212957,1024.546593168532,0.1280332675994882,-0.0879540471424632,0.0497598053495516,4.328587924394561,4.1524990905008625,1.2201889526773426,0.0128602402875167,27.652066263817247
simple_fill,104.93537761108074,0.6468657944613234,104.7409630889897,0.6468657944613234,104.7409630889897,-0.1982714942377664,0.2541797781327127,104.88537761108056,104.78114261108033,0.0500000000001819,0.0500000000001819,0.1542350000004262,42.0,2.3097583507189685,5083.5955626542545,0.2101368643057003,-1.0,0.851452258688288,63.08555043634705,57.340261139670474,0.6592907906021914,0.0206419602656769,45.43132296866339
