book_rows,trade_rows,trades_with_same_timestamp_book,trades_with_same_timestamp_book_pct,book_updates_with_same_timestamp_trade,book_updates_with_same_timestamp_trade_pct,default_equal_timestamp_policy,sensitivity_policy_to_review
50000,952,112,11.76470588235294,103,0.20600000000000002,trade_before_book,book_before_trade
