placed_orders,filled_orders,cancelled_orders,resized_orders,fill_to_order_ratio,filled_order_ratio,cancel_to_order_ratio,top_cancel_reason,top_cancel_reason_count,average_quote_lifetime_seconds,p95_quote_lifetime_seconds,max_quote_lifetime_seconds,order_observation_hours,placed_orders_per_hour,cancelled_orders_per_hour,cancelled_before_active_orders,pct_orders_cancelled_before_active
31,0,29,0,0.0,0.0,0.9354838709677419,expected_edge_bid,7,2.0260355862068966,5.823613999999996,7.149443,0.015856276111111112,1955.0618179685387,1828.9287974544393,0,0.0
