tick_size,spread_min,spread_p05,spread_p50,spread_p95,spread_p99,spread_max,spread_ticks_p50,one_tick_or_less_pct
0.1,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.1000000000003638,0.1000000000003638,2.700000000000273,0.9999999999990905,80.49914883862611
