bid_depth_1_p50,ask_depth_1_p50,bid_depth_5_p50,ask_depth_5_p50,bid_depth_10_p50,ask_depth_10_p50,bid_depth_20_p50,ask_depth_20_p50
38.908,35.227000000000004,130.12,161.73000000000002,220.59699999999998,253.698,641.835,756.0095
