total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth,variant,fill_model,queue_depletion_fraction,cancel_latency_ms,maker_fee_bps
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,cancel_latency_0,conservative_queue,0.0,0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,cancel_latency_250,conservative_queue,0.0,250,0.5
-0.7378221911666288,0.0,-0.7282247563779223,0.0,-0.7282247563779223,-0.0007456818245746898,0.00885175296412771,-0.7418455323621062,-0.750660672921356,0.004023341195477315,0.004023341195477315,0.012838481754727127,1.0,0.08046682390916511,177.03505928255416,0.08046682390916511,0.0,0.06407543385359446,1.1027341636711645,1.0061680108380526,-4.218299731998108,-0.004167661446024874,-9.169271947399324,cancel_latency_500,conservative_queue,0.0,500,0.5
