total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth,variant
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,full
-0.7378221911666288,0.0,-0.7282247563779223,0.0,-0.7282247563779223,-0.0007456818245746898,0.00885175296412771,-0.7418455323621062,-0.750660672921356,0.004023341195477315,0.004023341195477315,0.012838481754727127,1.0,0.08046682390916511,177.03505928255416,0.08046682390916511,0.0,0.06407543385359446,1.1027341636711645,1.0061680108380526,-4.218299731998108,-0.004167661446024874,-9.169271947399324,no_pressure_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,no_microprice_alpha
-0.7458692758916462,0.0,-0.7362714387688315,0.0,-0.7362714387688315,-0.0007456818245746898,0.008852155298247254,-0.7498926170871235,-0.7587077576463733,0.004023341195477315,0.004023341195477315,0.012838481754727127,1.0,0.08046682390916511,177.04310596494506,0.08046682390916511,0.0,0.06407543385359446,1.1027341636711647,1.0061680108380529,-4.249980077945248,-0.00421292471020775,-9.269276947399092,no_trade_flow_alpha
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,no_inventory_skew
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,no_funding_target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,no_volatility_widening
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,no_eod_reduce_only
