mean_inventory,mean_abs_inventory,std_inventory,min_inventory,max_inventory,pct_long,pct_short,pct_flat
-0.019373971984590076,0.06492235637242422,0.0884807198375342,-0.1740491100442491,0.08731790991119401,26.081925480212913,34.135616755380696,39.78245776440639
