total_pnl,realized_trading_pnl,unrealized_trading_pnl,realized_roundtrip_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth
13.175915373903983,10.644974518457538,2.6107889812081213,10.644974518457538,2.6107889812081213,-0.028620796103210378,0.0512273296584266,13.173689637347103,13.169049644346991,0.00222573655688052,0.00222573655688052,0.006865729556992051,5,0.47648936062129577,1024.546593168532,0.1280332675994882,-0.08795404714246322,0.04975980534955162,4.328587924394561,4.1524990905008625,1.2201889526773426,0.012860240287516747,27.652066263817247
