total_pnl,realized_trading_pnl,unrealized_trading_pnl,spread_capture_pnl,inventory_mtm_pnl,funding_pnl,fees,liquidation_adjusted_pnl,forced_flat_pnl,liquidation_cost,final_liquidation_cost,forced_flat_cost,total_fills,fill_volume_eth,turnover_usd,max_inventory,min_inventory,mean_abs_inventory,max_drawdown,sampled_1m_max_drawdown,sharpe_like_1m,pnl_per_turnover,pnl_per_eth
-40.762714850470715,-34.179661177151495,0.0,-34.179661177151495,0.0,0.26895058946439065,6.852004262781115,-40.762714850470715,-40.762714850470715,0.0,0.0,0.0,679,63.74591265614714,137040.08525562234,0.5875883938715449,-0.592026099352432,0.16103815645131134,46.582658316280984,46.388368260960554,-1.0764662286356643,-0.0002974510324802819,-0.6394561337657763
