mean_inventory,mean_abs_inventory,std_inventory,min_inventory,max_inventory,pct_long,pct_short,pct_flat
0.029110497272403134,0.16103815645131134,0.20002801888249436,-0.592026099352432,0.5875883938715449,59.08354547558435,40.36102753992131,0.55542698449433
